awayscore,away,homescore,date,home,div,tourney
9,Heist (11),13,7/30/2016,Seattle Riot (2),Women,TCT Pro-Elite Challenge 2016 (Colorado Cup)
6,BENT (14),10,7/30/2016,Nightlock (7),Women,TCT Pro-Elite Challenge 2016 (Colorado Cup)
4,BENT (14),13,7/30/2016,Seattle Riot (2),Women,TCT Pro-Elite Challenge 2016 (Colorado Cup)
12,Heist (11),11,7/30/2016,Nightlock (7),Women,TCT Pro-Elite Challenge 2016 (Colorado Cup)
8,Nightlock (7),13,7/30/2016,Seattle Riot (2),Women,TCT Pro-Elite Challenge 2016 (Colorado Cup)
5,BENT (14),13,7/30/2016,Heist (11),Women,TCT Pro-Elite Challenge 2016 (Colorado Cup)
4,Underground (10),13,7/30/2016,Molly Brown (3),Women,TCT Pro-Elite Challenge 2016 (Colorado Cup)
8,Green Means Go (15),13,7/30/2016,Traffic (6),Women,TCT Pro-Elite Challenge 2016 (Colorado Cup)
8,Green Means Go (15),13,7/30/2016,Molly Brown (3),Women,TCT Pro-Elite Challenge 2016 (Colorado Cup)
10,Underground (10),13,7/30/2016,Traffic (6),Women,TCT Pro-Elite Challenge 2016 (Colorado Cup)
7,Traffic (6),13,7/30/2016,Molly Brown (3),Women,TCT Pro-Elite Challenge 2016 (Colorado Cup)
6,Green Means Go (15),12,7/30/2016,Underground (10),Women,TCT Pro-Elite Challenge 2016 (Colorado Cup)
5,Schwa (9),13,7/30/2016,Fury (4),Women,TCT Pro-Elite Challenge 2016 (Colorado Cup)
7,Nemesis (16),13,7/30/2016,Scandal (5),Women,TCT Pro-Elite Challenge 2016 (Colorado Cup)
5,Nemesis (16),13,7/30/2016,Fury (4),Women,TCT Pro-Elite Challenge 2016 (Colorado Cup)
5,Schwa (9),13,7/30/2016,Scandal (5),Women,TCT Pro-Elite Challenge 2016 (Colorado Cup)
7,Scandal (5),13,7/30/2016,Fury (4),Women,TCT Pro-Elite Challenge 2016 (Colorado Cup)
13,Nemesis (16),8,7/30/2016,Schwa (9),Women,TCT Pro-Elite Challenge 2016 (Colorado Cup)
9,Green Means Go (15),12,7/30/2016,Ozone (12),Women,TCT Pro-Elite Challenge 2016 (Colorado Cup)
9,Schwa (9),12,7/30/2016,BENT (14),Women,TCT Pro-Elite Challenge 2016 (Colorado Cup)
8,Schwa (9),13,7/31/2016,Ozone (12),Women,TCT Pro-Elite Challenge 2016 (Colorado Cup)
12,Green Means Go (15),6,7/31/2016,BENT (14),Women,TCT Pro-Elite Challenge 2016 (Colorado Cup)
11,BENT (14),10,7/31/2016,Ozone (12),Women,TCT Pro-Elite Challenge 2016 (Colorado Cup)
11,Schwa (9),12,7/31/2016,Green Means Go (15),Women,TCT Pro-Elite Challenge 2016 (Colorado Cup)
13,Seattle Riot (2),10,7/31/2016,Brute Squad (1),Women,TCT Pro-Elite Challenge 2016 (Colorado Cup)
10,Fury (4),13,7/31/2016,Brute Squad (1),Women,TCT Pro-Elite Challenge 2016 (Colorado Cup)
13,Seattle Riot (2),8,7/31/2016,Molly Brown (3),Women,TCT Pro-Elite Challenge 2016 (Colorado Cup)
6,Underground (10),13,7/31/2016,Brute Squad (1),Women,TCT Pro-Elite Challenge 2016 (Colorado Cup)
11,Traffic (6),13,7/31/2016,Fury (4),Women,TCT Pro-Elite Challenge 2016 (Colorado Cup)
6,Scandal (5),13,7/31/2016,Molly Brown (3),Women,TCT Pro-Elite Challenge 2016 (Colorado Cup)
5,Phoenix (8),13,7/31/2016,Seattle Riot (2),Women,TCT Pro-Elite Challenge 2016 (Colorado Cup)
11,Underground (10),10,7/30/2016,Heist (11),Women,TCT Pro-Elite Challenge 2016 (Colorado Cup)
12,Nightlock (7),14,7/30/2016,Traffic (6),Women,TCT Pro-Elite Challenge 2016 (Colorado Cup)
13,Scandal (5),5,7/30/2016,Showdown (13),Women,TCT Pro-Elite Challenge 2016 (Colorado Cup)
12,Phoenix (8),11,7/30/2016,Nemesis (16),Women,TCT Pro-Elite Challenge 2016 (Colorado Cup)
13,Molly Brown (3),8,7/31/2016,Fury (4),Women,TCT Pro-Elite Challenge 2016 (Colorado Cup)
13,Scandal (5),8,7/31/2016,Traffic (6),Women,TCT Pro-Elite Challenge 2016 (Colorado Cup)
13,Traffic (6),6,7/31/2016,Underground (10),Women,TCT Pro-Elite Challenge 2016 (Colorado Cup)
9,Phoenix (8),10,7/31/2016,Scandal (5),Women,TCT Pro-Elite Challenge 2016 (Colorado Cup)
13,Phoenix (8),6,7/31/2016,Underground (10),Women,TCT Pro-Elite Challenge 2016 (Colorado Cup)
12,Showdown (13),10,7/31/2016,Nightlock (7),Women,TCT Pro-Elite Challenge 2016 (Colorado Cup)
11,Nightlock (7),10,7/31/2016,Heist (11),Women,TCT Pro-Elite Challenge 2016 (Colorado Cup)
11,Nemesis (16),13,7/31/2016,Showdown (13),Women,TCT Pro-Elite Challenge 2016 (Colorado Cup)
3,Nemesis (16),13,7/31/2016,Heist (11),Women,TCT Pro-Elite Challenge 2016 (Colorado Cup)
6,Cosa Nostra (12),13,7/30/2016,Metro North (1),Mixed,TCT Pro-Elite Challenge 2016 (Colorado Cup)
6,Platypi (13),13,7/30/2016,Mischief (8),Mixed,TCT Pro-Elite Challenge 2016 (Colorado Cup)
10,Platypi (13),13,7/30/2016,Metro North (1),Mixed,TCT Pro-Elite Challenge 2016 (Colorado Cup)
6,Cosa Nostra (12),13,7/30/2016,Mischief (8),Mixed,TCT Pro-Elite Challenge 2016 (Colorado Cup)
9,Mischief (8),13,7/30/2016,Metro North (1),Mixed,TCT Pro-Elite Challenge 2016 (Colorado Cup)
10,Platypi (13),13,7/30/2016,Cosa Nostra (12),Mixed,TCT Pro-Elite Challenge 2016 (Colorado Cup)
9,7 Figures (11),12,7/30/2016,Steamboat (2),Mixed,TCT Pro-Elite Challenge 2016 (Colorado Cup)
8,Bird (14),13,7/30/2016,NOISE (7),Mixed,TCT Pro-Elite Challenge 2016 (Colorado Cup)
9,Bird (14),13,7/30/2016,Steamboat (2),Mixed,TCT Pro-Elite Challenge 2016 (Colorado Cup)
12,7 Figures (11),13,7/30/2016,NOISE (7),Mixed,TCT Pro-Elite Challenge 2016 (Colorado Cup)
7,NOISE (7),13,7/30/2016,Steamboat (2),Mixed,TCT Pro-Elite Challenge 2016 (Colorado Cup)
9,Bird (14),13,7/30/2016,7 Figures (11),Mixed,TCT Pro-Elite Challenge 2016 (Colorado Cup)
9,Ambiguous Grey (10),10,7/30/2016,Blackbird (3),Mixed,TCT Pro-Elite Challenge 2016 (Colorado Cup)
7,Mesteño (15),13,7/30/2016,Love Tractor (6),Mixed,TCT Pro-Elite Challenge 2016 (Colorado Cup)
11,Mesteño (15),12,7/30/2016,Blackbird (3),Mixed,TCT Pro-Elite Challenge 2016 (Colorado Cup)
9,Ambiguous Grey (10),13,7/30/2016,Love Tractor (6),Mixed,TCT Pro-Elite Challenge 2016 (Colorado Cup)
13,Love Tractor (6),8,7/30/2016,Blackbird (3),Mixed,TCT Pro-Elite Challenge 2016 (Colorado Cup)
7,Mesteño (15),13,7/30/2016,Ambiguous Grey (10),Mixed,TCT Pro-Elite Challenge 2016 (Colorado Cup)
12,Wild Card (9),8,7/30/2016,Alloy (4),Mixed,TCT Pro-Elite Challenge 2016 (Colorado Cup)
5,The Administrators (16),13,7/30/2016,The Chad Larson Experience (5),Mixed,TCT Pro-Elite Challenge 2016 (Colorado Cup)
6,The Administrators (16),13,7/30/2016,Alloy (4),Mixed,TCT Pro-Elite Challenge 2016 (Colorado Cup)
10,Wild Card (9),8,7/30/2016,The Chad Larson Experience (5),Mixed,TCT Pro-Elite Challenge 2016 (Colorado Cup)
13,The Chad Larson Experience (5),15,7/30/2016,Alloy (4),Mixed,TCT Pro-Elite Challenge 2016 (Colorado Cup)
8,The Administrators (16),11,7/30/2016,Wild Card (9),Mixed,TCT Pro-Elite Challenge 2016 (Colorado Cup)
7,Mesteño (15),13,7/30/2016,Platypi (13),Mixed,TCT Pro-Elite Challenge 2016 (Colorado Cup)
11,The Administrators (16),12,7/30/2016,Bird (14),Mixed,TCT Pro-Elite Challenge 2016 (Colorado Cup)
10,The Administrators (16),11,7/31/2016,Platypi (13),Mixed,TCT Pro-Elite Challenge 2016 (Colorado Cup)
10,Mesteño (15),13,7/31/2016,Bird (14),Mixed,TCT Pro-Elite Challenge 2016 (Colorado Cup)
12,Bird (14),10,7/31/2016,Platypi (13),Mixed,TCT Pro-Elite Challenge 2016 (Colorado Cup)
7,The Administrators (16),12,7/31/2016,Mesteño (15),Mixed,TCT Pro-Elite Challenge 2016 (Colorado Cup)
13,Love Tractor (6),10,7/31/2016,Metro North (1),Mixed,TCT Pro-Elite Challenge 2016 (Colorado Cup)
8,Blackbird (3),13,7/31/2016,Metro North (1),Mixed,TCT Pro-Elite Challenge 2016 (Colorado Cup)
6,Steamboat (2),13,7/31/2016,Love Tractor (6),Mixed,TCT Pro-Elite Challenge 2016 (Colorado Cup)
11,Ambiguous Grey (10),12,7/31/2016,Metro North (1),Mixed,TCT Pro-Elite Challenge 2016 (Colorado Cup)
13,Blackbird (3),12,7/31/2016,Wild Card (9),Mixed,TCT Pro-Elite Challenge 2016 (Colorado Cup)
11,Cosa Nostra (12),13,7/31/2016,Love Tractor (6),Mixed,TCT Pro-Elite Challenge 2016 (Colorado Cup)
13,The Chad Larson Experience (5),14,7/31/2016,Steamboat (2),Mixed,TCT Pro-Elite Challenge 2016 (Colorado Cup)
13,Ambiguous Grey (10),7,7/30/2016,NOISE (7),Mixed,TCT Pro-Elite Challenge 2016 (Colorado Cup)
12,7 Figures (11),14,7/30/2016,Blackbird (3),Mixed,TCT Pro-Elite Challenge 2016 (Colorado Cup)
11,Alloy (4),13,7/30/2016,Cosa Nostra (12),Mixed,TCT Pro-Elite Challenge 2016 (Colorado Cup)
10,Mischief (8),13,7/30/2016,The Chad Larson Experience (5),Mixed,TCT Pro-Elite Challenge 2016 (Colorado Cup)
13,Steamboat (2),7,7/31/2016,Blackbird (3),Mixed,TCT Pro-Elite Challenge 2016 (Colorado Cup)
13,Cosa Nostra (12),7,7/31/2016,Ambiguous Grey (10),Mixed,TCT Pro-Elite Challenge 2016 (Colorado Cup)
7,Wild Card (9),11,7/31/2016,Ambiguous Grey (10),Mixed,TCT Pro-Elite Challenge 2016 (Colorado Cup)
11,The Chad Larson Experience (5),13,7/31/2016,Cosa Nostra (12),Mixed,TCT Pro-Elite Challenge 2016 (Colorado Cup)
13,The Chad Larson Experience (5),7,7/31/2016,Wild Card (9),Mixed,TCT Pro-Elite Challenge 2016 (Colorado Cup)
12,Mischief (8),9,7/31/2016,NOISE (7),Mixed,TCT Pro-Elite Challenge 2016 (Colorado Cup)
9,7 Figures (11),12,7/31/2016,NOISE (7),Mixed,TCT Pro-Elite Challenge 2016 (Colorado Cup)
10,Mischief (8),9,7/31/2016,Alloy (4),Mixed,TCT Pro-Elite Challenge 2016 (Colorado Cup)
13,Alloy (4),8,7/31/2016,7 Figures (11),Mixed,TCT Pro-Elite Challenge 2016 (Colorado Cup)
7,HIGH FIVE (12),13,7/30/2016,Chicago Machine (1),Men,TCT Pro-Elite Challenge 2016 (Colorado Cup)
10,Inception (13),11,7/30/2016,Prairie Fire (8),Men,TCT Pro-Elite Challenge 2016 (Colorado Cup)
6,Inception (13),13,7/30/2016,Chicago Machine (1),Men,TCT Pro-Elite Challenge 2016 (Colorado Cup)
12,HIGH FIVE (12),11,7/30/2016,Prairie Fire (8),Men,TCT Pro-Elite Challenge 2016 (Colorado Cup)
7,Prairie Fire (8),13,7/30/2016,Chicago Machine (1),Men,TCT Pro-Elite Challenge 2016 (Colorado Cup)
9,Inception (13),11,7/30/2016,HIGH FIVE (12),Men,TCT Pro-Elite Challenge 2016 (Colorado Cup)
8,Rhino (11),13,7/30/2016,Ironside (2),Men,TCT Pro-Elite Challenge 2016 (Colorado Cup)
7,Sub Zero (14),13,7/30/2016,Madison Club (7),Men,TCT Pro-Elite Challenge 2016 (Colorado Cup)
7,Sub Zero (14),13,7/30/2016,Ironside (2),Men,TCT Pro-Elite Challenge 2016 (Colorado Cup)
13,Rhino (11),10,7/30/2016,Madison Club (7),Men,TCT Pro-Elite Challenge 2016 (Colorado Cup)
13,Madison Club (7),11,7/30/2016,Ironside (2),Men,TCT Pro-Elite Challenge 2016 (Colorado Cup)
11,Sub Zero (14),12,7/30/2016,Rhino (11),Men,TCT Pro-Elite Challenge 2016 (Colorado Cup)
9,PoNY (10),13,7/30/2016,Doublewide (3),Men,TCT Pro-Elite Challenge 2016 (Colorado Cup)
9,Temper (15),11,7/30/2016,Patrol (6),Men,TCT Pro-Elite Challenge 2016 (Colorado Cup)
9,Temper (15),13,7/30/2016,Doublewide (3),Men,TCT Pro-Elite Challenge 2016 (Colorado Cup)
14,PoNY (10),13,7/30/2016,Patrol (6),Men,TCT Pro-Elite Challenge 2016 (Colorado Cup)
8,Patrol (6),13,7/30/2016,Doublewide (3),Men,TCT Pro-Elite Challenge 2016 (Colorado Cup)
8,Temper (15),13,7/30/2016,PoNY (10),Men,TCT Pro-Elite Challenge 2016 (Colorado Cup)
13,Johnny Bravo (9),7,7/30/2016,Ring of Fire (4),Men,TCT Pro-Elite Challenge 2016 (Colorado Cup)
9,Guerrilla (16),13,7/30/2016,Truck Stop (5),Men,TCT Pro-Elite Challenge 2016 (Colorado Cup)
12,Guerrilla (16),13,7/30/2016,Ring of Fire (4),Men,TCT Pro-Elite Challenge 2016 (Colorado Cup)
13,Johnny Bravo (9),10,7/30/2016,Truck Stop (5),Men,TCT Pro-Elite Challenge 2016 (Colorado Cup)
13,Truck Stop (5),7,7/30/2016,Ring of Fire (4),Men,TCT Pro-Elite Challenge 2016 (Colorado Cup)
12,Guerrilla (16),13,7/30/2016,Johnny Bravo (9),Men,TCT Pro-Elite Challenge 2016 (Colorado Cup)
13,Temper (15),14,7/30/2016,Inception (13),Men,TCT Pro-Elite Challenge 2016 (Colorado Cup)
9,Guerrilla (16),13,7/30/2016,Sub Zero (14),Men,TCT Pro-Elite Challenge 2016 (Colorado Cup)
13,Guerrilla (16),8,7/31/2016,Inception (13),Men,TCT Pro-Elite Challenge 2016 (Colorado Cup)
6,Temper (15),13,7/31/2016,Sub Zero (14),Men,TCT Pro-Elite Challenge 2016 (Colorado Cup)
11,Sub Zero (14),10,7/31/2016,Inception (13),Men,TCT Pro-Elite Challenge 2016 (Colorado Cup)
13,Guerrilla (16),6,7/31/2016,Temper (15),Men,TCT Pro-Elite Challenge 2016 (Colorado Cup)
13,Truck Stop (5),7,7/31/2016,Johnny Bravo (9),Men,TCT Pro-Elite Challenge 2016 (Colorado Cup)
13,Johnny Bravo (9),10,7/31/2016,Chicago Machine (1),Men,TCT Pro-Elite Challenge 2016 (Colorado Cup)
8,HIGH FIVE (12),13,7/31/2016,Truck Stop (5),Men,TCT Pro-Elite Challenge 2016 (Colorado Cup)
13,Madison Club (7),14,7/31/2016,Chicago Machine (1),Men,TCT Pro-Elite Challenge 2016 (Colorado Cup)
10,Rhino (11),13,7/31/2016,Johnny Bravo (9),Men,TCT Pro-Elite Challenge 2016 (Colorado Cup)
13,Truck Stop (5),7,7/31/2016,Doublewide (3),Men,TCT Pro-Elite Challenge 2016 (Colorado Cup)
13,HIGH FIVE (12),6,7/31/2016,Ironside (2),Men,TCT Pro-Elite Challenge 2016 (Colorado Cup)
10,Patrol (6),13,7/30/2016,Madison Club (7),Men,TCT Pro-Elite Challenge 2016 (Colorado Cup)
13,Rhino (11),11,7/30/2016,PoNY (10),Men,TCT Pro-Elite Challenge 2016 (Colorado Cup)
13,Truck Stop (5),10,7/30/2016,Prairie Fire (8),Men,TCT Pro-Elite Challenge 2016 (Colorado Cup)
13,HIGH FIVE (12),6,7/30/2016,Ring of Fire (4),Men,TCT Pro-Elite Challenge 2016 (Colorado Cup)
14,HIGH FIVE (12),15,7/31/2016,Chicago Machine (1),Men,TCT Pro-Elite Challenge 2016 (Colorado Cup)
11,Ironside (2),7,7/31/2016,Madison Club (7),Men,TCT Pro-Elite Challenge 2016 (Colorado Cup)
10,Rhino (11),13,7/31/2016,Madison Club (7),Men,TCT Pro-Elite Challenge 2016 (Colorado Cup)
13,Ironside (2),9,7/31/2016,Doublewide (3),Men,TCT Pro-Elite Challenge 2016 (Colorado Cup)
13,Doublewide (3),10,7/31/2016,Rhino (11),Men,TCT Pro-Elite Challenge 2016 (Colorado Cup)
11,Ring of Fire (4),12,7/31/2016,PoNY (10),Men,TCT Pro-Elite Challenge 2016 (Colorado Cup)
13,PoNY (10),7,7/31/2016,Patrol (6),Men,TCT Pro-Elite Challenge 2016 (Colorado Cup)
13,Ring of Fire (4),10,7/31/2016,Prairie Fire (8),Men,TCT Pro-Elite Challenge 2016 (Colorado Cup)
9,Prairie Fire (8),12,7/31/2016,Patrol (6),Men,TCT Pro-Elite Challenge 2016 (Colorado Cup)
3,Force Collins (3),13,7/30/2016,shame. (1),Mixed,Rocky Mountain State Games 2016
5,The Strangers (5),13,7/30/2016,Sweet Action (2),Mixed,Rocky Mountain State Games 2016
6,Springs Mixed Ultimate Team (SMUT) (6),13,7/30/2016,Mixtape (4),Mixed,Rocky Mountain State Games 2016
2,Springs Mixed Ultimate Team (SMUT) (6),13,7/30/2016,shame. (1),Mixed,Rocky Mountain State Games 2016
13,The Strangers (5),5,7/30/2016,Force Collins (3),Mixed,Rocky Mountain State Games 2016
7,Mixtape (4),13,7/30/2016,Sweet Action (2),Mixed,Rocky Mountain State Games 2016
11,Springs Mixed Ultimate Team (SMUT) (6),13,7/30/2016,Force Collins (3),Mixed,Rocky Mountain State Games 2016
5,Sweet Action (2),13,7/30/2016,shame. (1),Mixed,Rocky Mountain State Games 2016
13,The Strangers (5),14,7/30/2016,Mixtape (4),Mixed,Rocky Mountain State Games 2016
1,Force Collins (3),13,7/30/2016,Sweet Action (2),Mixed,Rocky Mountain State Games 2016
13,Springs Mixed Ultimate Team (SMUT) (6),11,7/30/2016,The Strangers (5),Mixed,Rocky Mountain State Games 2016
0,Mixtape (4),13,7/30/2016,shame. (1),Mixed,Rocky Mountain State Games 2016
0,The Strangers (5),13,7/31/2016,shame. (1),Mixed,Rocky Mountain State Games 2016
13,Mixtape (4),9,7/31/2016,Force Collins (3),Mixed,Rocky Mountain State Games 2016
5,Springs Mixed Ultimate Team (SMUT) (6),13,7/31/2016,Sweet Action (2),Mixed,Rocky Mountain State Games 2016
7,Sweet Action (2),15,7/31/2016,shame. (1),Mixed,Rocky Mountain State Games 2016
2,The Strangers (5),15,7/31/2016,shame. (1),Mixed,Rocky Mountain State Games 2016
5,Mixtape (4),15,7/31/2016,Sweet Action (2),Mixed,Rocky Mountain State Games 2016
7,Mixtape (4),6,7/31/2016,The Strangers (5),Mixed,Rocky Mountain State Games 2016
11,Force Collins (3),13,7/31/2016,Springs Mixed Ultimate Team (SMUT) (6),Mixed,Rocky Mountain State Games 2016
10,Crash (2),17,7/30/2016,UNION (1),Mixed,Mixed Signals 2016
8,Buffalo Lake Effect (4),15,7/30/2016,LoveBomb (3),Mixed,Mixed Signals 2016
5,LoveBomb (3),15,7/30/2016,UNION (1),Mixed,Mixed Signals 2016
5,Buffalo Lake Effect (4),15,7/30/2016,Crash (2),Mixed,Mixed Signals 2016
6,Buffalo Lake Effect (4),15,7/30/2016,UNION (1),Mixed,Mixed Signals 2016
13,LoveBomb (3),8,7/30/2016,Crash (2),Mixed,Mixed Signals 2016
11,North Coast (12),7,7/30/2016,Moonshine (9),Mixed,Motown Throwdown 2016
7,Jabba the Huck (8),13,7/30/2016,Mishigami (6),Mixed,Motown Throwdown 2016
10,ELevate (13),13,7/30/2016,Liquid Hustle (1),Mixed,Motown Throwdown 2016
3,Jabba the Huck (8),13,7/30/2016,Liquid Hustle (1),Mixed,Motown Throwdown 2016
3,North Coast (12),13,7/30/2016,Tequila Mockingbird (3),Mixed,Motown Throwdown 2016
9,ELevate (13),13,7/30/2016,Mishigami (6),Mixed,Motown Throwdown 2016
9,Tequila Mockingbird (3),8,7/30/2016,Liquid Hustle (1),Mixed,Motown Throwdown 2016
12,ELevate (13),4,7/30/2016,Moonshine (9),Mixed,Motown Throwdown 2016
3,North Coast (12),11,7/30/2016,Mishigami (6),Mixed,Motown Throwdown 2016
7,ELevate (13),12,7/30/2016,Tequila Mockingbird (3),Mixed,Motown Throwdown 2016
8,Moonshine (9),13,7/30/2016,Liquid Hustle (1),Mixed,Motown Throwdown 2016
11,North Coast (12),7,7/30/2016,Jabba the Huck (8),Mixed,Motown Throwdown 2016
4,Mishigami (6),12,7/30/2016,Tequila Mockingbird (3),Mixed,Motown Throwdown 2016
6,Moonshine (9),9,7/30/2016,Jabba the Huck (8),Mixed,Motown Throwdown 2016
9,ELevate (13),5,7/30/2016,North Coast (12),Mixed,Motown Throwdown 2016
6,Mishigami (6),10,7/31/2016,Liquid Hustle (1),Mixed,Motown Throwdown 2016
6,Moonshine (9),13,7/31/2016,Tequila Mockingbird (3),Mixed,Motown Throwdown 2016
11,ELevate (13),12,7/31/2016,Jabba the Huck (8),Mixed,Motown Throwdown 2016
6,North Coast (12),13,7/31/2016,Liquid Hustle (1),Mixed,Motown Throwdown 2016
2,Jabba the Huck (8),13,7/31/2016,Tequila Mockingbird (3),Mixed,Motown Throwdown 2016
5,Moonshine (9),13,7/31/2016,Mishigami (6),Mixed,Motown Throwdown 2016
14,Los  Heros (11),6,7/30/2016,Liquid Hustle B (10),Mixed,Motown Throwdown 2016
13,Toast (7),11,7/30/2016,Boomtown Pandas (5),Mixed,Motown Throwdown 2016
5,Goosebumps and Hucks (14),13,7/30/2016,Dream Killas (2),Mixed,Motown Throwdown 2016
8,Toast (7),12,7/30/2016,Dream Killas (2),Mixed,Motown Throwdown 2016
6,Los  Heros (11),13,7/30/2016,Columbus Cocktails (4),Mixed,Motown Throwdown 2016
3,Goosebumps and Hucks (14),13,7/30/2016,Boomtown Pandas (5),Mixed,Motown Throwdown 2016
10,Columbus Cocktails (4),13,7/30/2016,Dream Killas (2),Mixed,Motown Throwdown 2016
7,Goosebumps and Hucks (14),11,7/30/2016,Liquid Hustle B (10),Mixed,Motown Throwdown 2016
8,Los  Heros (11),9,7/30/2016,Boomtown Pandas (5),Mixed,Motown Throwdown 2016
3,Goosebumps and Hucks (14),13,7/30/2016,Columbus Cocktails (4),Mixed,Motown Throwdown 2016
10,Los  Heros (11),11,7/30/2016,Toast (7),Mixed,Motown Throwdown 2016
9,Liquid Hustle B (10),12,7/30/2016,Dream Killas (2),Mixed,Motown Throwdown 2016
7,Boomtown Pandas (5),10,7/30/2016,Columbus Cocktails (4),Mixed,Motown Throwdown 2016
9,Liquid Hustle B (10),8,7/30/2016,Toast (7),Mixed,Motown Throwdown 2016
3,Goosebumps and Hucks (14),9,7/30/2016,Los  Heros (11),Mixed,Motown Throwdown 2016
9,Boomtown Pandas (5),13,7/31/2016,Dream Killas (2),Mixed,Motown Throwdown 2016
5,Liquid Hustle B (10),13,7/31/2016,Columbus Cocktails (4),Mixed,Motown Throwdown 2016
5,Goosebumps and Hucks (14),12,7/31/2016,Toast (7),Mixed,Motown Throwdown 2016
3,Los  Heros (11),13,7/31/2016,Dream Killas (2),Mixed,Motown Throwdown 2016
5,Toast (7),13,7/31/2016,Columbus Cocktails (4),Mixed,Motown Throwdown 2016
7,Liquid Hustle B (10),13,7/31/2016,Boomtown Pandas (5),Mixed,Motown Throwdown 2016
7,Dream Killas (2),13,7/31/2016,Columbus Cocktails (4),Mixed,Motown Throwdown 2016
10,Columbus Cocktails (4),9,7/31/2016,Tequila Mockingbird (3),Mixed,Motown Throwdown 2016
13,Dream Killas (2),11,7/31/2016,Liquid Hustle (1),Mixed,Motown Throwdown 2016
12,Liquid Hustle (1),10,7/31/2016,Tequila Mockingbird (3),Mixed,Motown Throwdown 2016
9,ELevate (13),13,7/31/2016,Boomtown Pandas (5),Mixed,Motown Throwdown 2016
12,Boomtown Pandas (5),10,7/31/2016,Mishigami (6),Mixed,Motown Throwdown 2016
6,Toast (7),13,7/31/2016,ELevate (13),Mixed,Motown Throwdown 2016
14,Toast (7),11,7/31/2016,Mishigami (6),Mixed,Motown Throwdown 2016
12,Los  Heros (11),11,7/31/2016,Liquid Hustle B (10),Mixed,Motown Throwdown 2016
12,Liquid Hustle B (10),9,7/31/2016,North Coast (12),Mixed,Motown Throwdown 2016
9,Los  Heros (11),8,7/31/2016,Jabba the Huck (8),Mixed,Motown Throwdown 2016
9,Jabba the Huck (8),10,7/31/2016,North Coast (12),Mixed,Motown Throwdown 2016
7,Goosebumps and Hucks (14),W,7/31/2016,Moonshine (9),Mixed,Motown Throwdown 2016
7,Rawhide (2),11,7/29/2016,Dreadnought (1),Men,Ok Corral 2016
11,Rawhide (2),9,7/30/2016,Dreadnought (1),Men,Ok Corral 2016
7,Rawhide (2),11,7/30/2016,Dreadnought (1),Men,Ok Corral 2016
2,B-Yard (17),13,7/30/2016,Mad Men (1),Men,Motown Throwdown 2016
15,Dirty D (16),14,7/30/2016,Black Market II (9),Men,Motown Throwdown 2016
6,Black Market II (9),13,7/30/2016,Mad Men (1),Men,Motown Throwdown 2016
9,Dirty D (16),13,7/30/2016,AK Pipeline (8),Men,Motown Throwdown 2016
4,B-Yard (17),13,7/30/2016,Dirty D (16),Men,Motown Throwdown 2016
9,Black Market II (9),11,7/30/2016,AK Pipeline (8),Men,Motown Throwdown 2016
4,Dirty D (16),13,7/30/2016,Mad Men (1),Men,Motown Throwdown 2016
5,B-Yard (17),13,7/30/2016,AK Pipeline (8),Men,Motown Throwdown 2016
1,AK Pipeline (8),13,7/30/2016,Mad Men (1),Men,Motown Throwdown 2016
7,B-Yard (17),13,7/30/2016,Black Market II (9),Men,Motown Throwdown 2016
2,Kettering (18),13,7/30/2016,Smokestack (2),Men,Motown Throwdown 2016
8,Ascension (15),13,7/30/2016,Enigma (10),Men,Motown Throwdown 2016
11,Enigma (10),12,7/30/2016,Smokestack (2),Men,Motown Throwdown 2016
5,Ascension (15),13,7/30/2016,Flying Pig (7),Men,Motown Throwdown 2016
8,Kettering (18),13,7/30/2016,Ascension (15),Men,Motown Throwdown 2016
8,Enigma (10),13,7/30/2016,Flying Pig (7),Men,Motown Throwdown 2016
6,Ascension (15),13,7/30/2016,Smokestack (2),Men,Motown Throwdown 2016
5,Kettering (18),13,7/30/2016,Flying Pig (7),Men,Motown Throwdown 2016
6,Flying Pig (7),13,7/30/2016,Smokestack (2),Men,Motown Throwdown 2016
4,Kettering (18),13,7/30/2016,Enigma (10),Men,Motown Throwdown 2016
1,Chimney (19),13,7/30/2016,Brickyard (3),Men,Motown Throwdown 2016
9,Kekionga (14),13,7/30/2016,Spoiler (11),Men,Motown Throwdown 2016
5,Spoiler (11),13,7/30/2016,Brickyard (3),Men,Motown Throwdown 2016
5,Kekionga (14),13,7/30/2016,Schweingeist (6),Men,Motown Throwdown 2016
10,Chimney (19),12,7/30/2016,Kekionga (14),Men,Motown Throwdown 2016
11,Spoiler (11),13,7/30/2016,Schweingeist (6),Men,Motown Throwdown 2016
2,Kekionga (14),13,7/30/2016,Brickyard (3),Men,Motown Throwdown 2016
2,Chimney (19),13,7/30/2016,Schweingeist (6),Men,Motown Throwdown 2016
7,Schweingeist (6),13,7/30/2016,Brickyard (3),Men,Motown Throwdown 2016
4,Chimney (19),13,7/30/2016,Spoiler (11),Men,Motown Throwdown 2016
7,Spoiler Ice (20),13,7/30/2016,Black Market (4),Men,Motown Throwdown 2016
14,Midnight Meat Train (13),12,7/30/2016,Cream City Crooks (12),Men,Motown Throwdown 2016
4,Cream City Crooks (12),13,7/30/2016,Black Market (4),Men,Motown Throwdown 2016
